Latitude,Longitude,Shop
39.43489838,-123.8057938,Starbucks
48.97877884,-123.8043518,Starbucks
46.97758484,-123.8028793,Starbucks
49.47398376,-123.7475662,Starbucks
48.78617859,-123.707077,Starbucks
48.77662277,-123.7013397,Starbucks
48.77530289,-123.6997375,Starbucks
49.40686035,-123.5305634,Starbucks
48.44234848,-123.5109558,Starbucks
48.44011688,-123.5094604,Starbucks
48.44903564,-123.4989166,Starbucks
48.45972443,-123.497818,Starbucks
48.11603546,-123.4348145,Starbucks
48.64006805,-123.4292679,Starbucks
48.46682358,-123.428566,Starbucks
48.64812851,-123.40242,Starbucks
48.64875031,-123.3976288,Starbucks
48.45466614,-123.3956833,Starbucks
48.45454407,-123.3946609,Starbucks
48.43254852,-123.3810959,Starbucks
48.49689484,-123.3805695,Starbucks
48.10570526,-123.379982,Starbucks
48.45778275,-123.3768616,Starbucks
48.41561127,-123.3751297,Starbucks
48.4552002,-123.3748932,Starbucks
48.44695663,-123.3723145,Starbucks
48.42105484,-123.3718185,Starbucks
48.44638443,-123.3713837,Starbucks
43.23081589,-123.3705139,Starbucks
48.44714355,-123.3687897,Starbucks
43.22832489,-123.3684235,Starbucks
48.42490387,-123.3672943,Starbucks
48.42672729,-123.367157,Starbucks
48.42494583,-123.366684,Starbucks
48.429245,-123.366539,Starbucks
48.42573929,-123.3653946,Starbucks
48.46925735,-123.3628693,Starbucks
48.4240799,-123.3621597,Starbucks
48.42549133,-123.3595963,Starbucks
48.41538239,-123.3562164,Starbucks
43.22914886,-123.3499527,Starbucks
39.40347672,-123.3498993,Starbucks
48.41299438,-123.3387451,Starbucks
48.44577026,-123.335144,Starbucks
48.44563293,-123.333313,Starbucks
48.47660065,-123.3328171,Starbucks
48.45862198,-123.3327103,Starbucks
48.46896744,-123.3302307,Starbucks
42.43919754,-123.3254547,Starbucks
48.43153,-123.3236923,Starbucks
48.42670441,-123.3163834,Starbucks
42.43273544,-123.3152847,Starbucks
44.93045807,-123.3126984,Starbucks
44.55078506,-123.3115845,Starbucks
44.9299469,-123.3099289,Starbucks
48.46150589,-123.2961502,Starbucks
44.59041595,-123.2757492,Starbucks
44.57538223,-123.2742081,Starbucks
49.37428284,-123.2741165,Starbucks
44.56382751,-123.2625656,Starbucks
44.58347702,-123.2573624,Starbucks
49.35061264,-123.2545395,Starbucks
49.3510437,-123.253212,Starbucks
44.58716583,-123.251358,Starbucks
49.26553726,-123.2502823,Starbucks
49.26222229,-123.249939,Starbucks
49.26126862,-123.2464752,Starbucks
49.26588058,-123.2428055,Starbucks
49.26371002,-123.2115479,Starbucks
45.1970787,-123.2067871,Starbucks
44.22914886,-123.2063675,Starbucks
39.14406967,-123.2059174,Starbucks
39.13240814,-123.1991272,Starbucks
45.20413589,-123.1990433,Starbucks
39.15201187,-123.1955414,Starbucks
49.24648285,-123.1854172,Starbucks
49.19517517,-123.1828384,Starbucks
49.17025375,-123.1824646,Starbucks
49.1494751,-123.182312,Starbucks
49.19404221,-123.1813354,Starbucks
49.19322205,-123.181282,Starbucks
49.12401962,-123.1808548,Starbucks
49.3341217,-123.1799011,Starbucks
44.06874466,-123.1794052,Starbucks
49.19499207,-123.1785583,Starbucks
49.19530869,-123.1779785,Starbucks
49.19461823,-123.1765442,Starbucks
45.22759247,-123.1727371,Starbucks
44.04813766,-123.1718674,Starbucks
49.26823044,-123.1708755,Starbucks
49.26392746,-123.1703415,Starbucks
49.25791931,-123.1682129,Starbucks
49.26428223,-123.1670685,Starbucks
49.26417923,-123.1663208,Starbucks
49.32847595,-123.1607742,Starbucks
49.23445511,-123.1605682,Starbucks
49.26863861,-123.1584854,Starbucks
49.15479279,-123.1581726,Starbucks
49.15500641,-123.1576385,Starbucks
49.23472595,-123.1575851,Starbucks
49.26802063,-123.1566772,Starbucks
49.27245712,-123.1548157,Starbucks
49.24840164,-123.1547546,Starbucks
49.24477386,-123.1538925,Starbucks
49.27281189,-123.1475906,Starbucks
49.16967392,-123.1471176,Starbucks
49.70351028,-123.1460953,Starbucks
49.2690239,-123.146019,Starbucks
49.26353073,-123.1444397,Starbucks
44.04907608,-123.1430511,Starbucks
49.17086411,-123.1419754,Starbucks
49.28726578,-123.1415253,Starbucks
49.32561874,-123.1406326,Starbucks
49.20957947,-123.1405792,Starbucks
49.21305466,-123.1401367,Starbucks
49.263134,-123.1388397,Starbucks
49.28557205,-123.1387482,Starbucks
49.26934052,-123.1387177,Starbucks
44.04769516,-123.1386642,Starbucks
49.13891983,-123.1384735,Starbucks
49.16753769,-123.1384048,Starbucks
49.26198959,-123.1383667,Starbucks
49.26556778,-123.1381683,Starbucks
49.16637039,-123.1367722,Starbucks
49.17239761,-123.1359787,Starbucks
49.32606888,-123.1354675,Starbucks
49.29126358,-123.1354523,Starbucks
49.29161835,-123.1353302,Starbucks
49.73656845,-123.1338806,Starbucks
49.28117752,-123.1327133,Starbucks
49.28035355,-123.1308594,Starbucks
49.21089935,-123.130455,Starbucks
49.0080452,-123.1304092,Starbucks
48.07786179,-123.1298599,Starbucks
49.27714157,-123.1297226,Starbucks
49.291996,-123.1294632,Starbucks
49.19126129,-123.1293716,Starbucks
44.09896088,-123.1286926,Starbucks
49.28722,-123.1285248,Starbucks
49.25160217,-123.1272507,Starbucks
49.28012085,-123.1265411,Starbucks
49.24868011,-123.1264801,Starbucks
49.26087189,-123.1257553,Starbucks
49.27906036,-123.1256256,Starbucks
49.27677536,-123.1252289,Starbucks
49.24515915,-123.1248474,Starbucks
49.28178406,-123.124588,Starbucks
49.28462601,-123.1245499,Starbucks
49.28582382,-123.1244354,Starbucks
49.2878418,-123.1237564,Starbucks
49.28248978,-123.1223526,Starbucks
49.27473831,-123.1222,Starbucks
49.2845459,-123.1218491,Starbucks
49.28012466,-123.1214142,Starbucks
49.27891159,-123.1212158,Starbucks
49.2863884,-123.1208725,Starbucks
49.28530884,-123.1205139,Starbucks
49.27337265,-123.1200256,Starbucks
49.28756714,-123.1198807,Starbucks
49.28525162,-123.1198807,Starbucks
49.23206329,-123.1197128,Starbucks
49.26312637,-123.1194687,Starbucks
49.27728653,-123.1186829,Starbucks
49.28204727,-123.1185074,Starbucks
49.28491211,-123.1180496,Starbucks
49.27988434,-123.1178741,Starbucks
49.28836441,-123.1176224,Starbucks
49.2827034,-123.1175766,Starbucks
49.2314415,-123.1174316,Starbucks
48.08066177,-123.1172256,Starbucks
49.27925491,-123.1169281,Starbucks
44.0413475,-123.1168747,Starbucks
49.20951462,-123.1165314,Starbucks
49.23523712,-123.115715,Starbucks
49.28298569,-123.1156998,Starbucks
49.26111984,-123.1156387,Starbucks
49.28488159,-123.1155396,Starbucks
49.28785324,-123.1154022,Starbucks
49.285923,-123.1151886,Starbucks
49.26306152,-123.1151428,Starbucks
49.25407791,-123.1149139,Starbucks
49.27680969,-123.1148453,Starbucks
49.26425934,-123.1144333,Starbucks
44.64505005,-123.1137238,Starbucks
49.28451157,-123.1134415,Starbucks
49.28773117,-123.1133118,Starbucks
49.26728821,-123.1129456,Starbucks
49.28503036,-123.1119156,Starbucks
49.28569031,-123.1116104,Starbucks
45.52101517,-123.1110229,Starbucks
49.32401276,-123.1099091,Starbucks
49.28443909,-123.1085129,Starbucks
49.27988434,-123.1072235,Starbucks
49.21058273,-123.107048,Starbucks
49.26323318,-123.1069946,Starbucks
49.22481155,-123.1069336,Starbucks
47.21419907,-123.1060028,Starbucks
44.06930542,-123.1030273,Starbucks
49.26948166,-123.1030197,Starbucks
49.33769226,-123.1024933,Starbucks
49.25849152,-123.1009293,Starbucks
49.27965546,-123.1000595,Starbucks
49.27297211,-123.0997467,Starbucks
44.0524292,-123.0996475,Starbucks
49.32156754,-123.098999,Starbucks
49.2629776,-123.098793,Starbucks
49.3724823,-123.0986557,Starbucks
44.09488678,-123.0965652,Starbucks
45.51999283,-123.0953522,Starbucks
44.05010605,-123.0929718,Starbucks
49.13249969,-123.0926361,Starbucks
44.63301849,-123.0925293,Starbucks
44.02797699,-123.0910645,Starbucks
49.22513199,-123.0904846,Starbucks
44.04059219,-123.0904541,Starbucks
49.33267212,-123.0903931,Starbucks
49.2440033,-123.0900497,Starbucks
44.04030228,-123.0892792,Starbucks
44.01078033,-123.0886536,Starbucks
49.27103424,-123.087738,Starbucks
49.28275299,-123.0856934,Starbucks
49.31080246,-123.0838547,Starbucks
49.19219208,-123.0836639,Starbucks
44.62745667,-123.0813446,Starbucks
44.04560852,-123.0799942,Starbucks
49.09141159,-123.0790558,Starbucks
49.09039688,-123.0782318,Starbucks
44.62869263,-123.07798,Starbucks
49.31343842,-123.0773315,Starbucks
44.0652771,-123.0754395,Starbucks
44.63127518,-123.075386,Starbucks
44.04474258,-123.0741272,Starbucks
49.28110886,-123.0738678,Starbucks
49.32042313,-123.0725937,Starbucks
49.32426071,-123.0725327,Starbucks
49.33586502,-123.0722122,Starbucks
44.06615448,-123.071701,Starbucks
44.07801819,-123.0701675,Starbucks
49.02336121,-123.0701447,Starbucks
49.26203918,-123.0699844,Starbucks
49.26882553,-123.0694199,Starbucks
49.02736664,-123.0690155,Starbucks
49.26192474,-123.068222,Starbucks
49.23363876,-123.065712,Starbucks
44.04586411,-123.0646896,Starbucks
44.93925476,-123.0631256,Starbucks
49.28129959,-123.0536957,Starbucks
49.22509003,-123.0535202,Starbucks
43.7983017,-123.052063,Starbucks
44.9510231,-123.0507813,Starbucks
45.52025986,-123.0493088,Starbucks
49.28131866,-123.0469894,Starbucks
45.52021027,-123.0446396,Starbucks
44.90643692,-123.0439148,Starbucks
49.25964355,-123.0437927,Starbucks
44.90645599,-123.0426712,Starbucks
49.30879974,-123.0424881,Starbucks
44.07152557,-123.0422668,Starbucks
44.08195877,-123.0419769,Starbucks
49.21954727,-123.0410461,Starbucks
44.89979172,-123.0385208,Starbucks
44.94131851,-123.0384674,Starbucks
49.33610535,-123.0375824,Starbucks
49.30594254,-123.0371628,Starbucks
49.23205948,-123.0329361,Starbucks
44.96438599,-123.0322723,Starbucks
49.25862885,-123.0306015,Starbucks
44.99760437,-123.026886,Starbucks
44.99647522,-123.0243454,Starbucks
44.94067764,-123.0242691,Starbucks
49.23244858,-123.0241013,Starbucks
44.06317139,-123.0238571,Starbucks
49.25471115,-123.0234985,Starbucks
44.87296677,-123.0224838,Starbucks
49.26428604,-123.0137558,Starbucks
46.80124664,-123.0126266,Starbucks
49.28120422,-123.0121384,Starbucks
38.78356552,-123.0111618,Starbucks
46.79029465,-123.0105667,Starbucks
49.25671387,-123.0073547,Starbucks
49.28060913,-123.0047913,Starbucks
49.26554489,-123.0046539,Starbucks
49.26678467,-123.0043411,Starbucks
49.22639847,-123.0040131,Starbucks
49.2261467,-123.002594,Starbucks
49.22872925,-123.0011368,Starbucks
45.00631714,-123.0008545,Starbucks
38.50193024,-123.0003815,Starbucks
49.26884842,-123.0002441,Starbucks
49.22730637,-122.9994354,Starbucks
44.06027985,-122.9984665,Starbucks
49.22569275,-122.9964981,Starbucks
49.22714233,-122.9959106,Starbucks
49.22721863,-122.9952011,Starbucks
45.01222992,-122.9945374,Starbucks
50.09434128,-122.9916229,Starbucks
45.52256775,-122.9894714,Starbucks
44.96739197,-122.9831619,Starbucks
44.94457245,-122.9831543,Starbucks
44.96875763,-122.9822388,Starbucks
49.26433945,-122.9815674,Starbucks
46.72859573,-122.9812622,Starbucks
46.72794724,-122.9807205,Starbucks
46.67687607,-122.9794235,Starbucks
49.19932938,-122.9791946,Starbucks
49.19872284,-122.9768982,Starbucks
45.52083969,-122.9741364,Starbucks
49.31678009,-122.9691315,Starbucks
49.27980042,-122.9683151,Starbucks
49.27952957,-122.9672165,Starbucks
49.24980927,-122.9666824,Starbucks
46.14859772,-122.9645691,Starbucks
46.14860153,-122.9610443,Starbucks
50.11903381,-122.9565659,Starbucks
49.218647,-122.9563751,Starbucks
50.11426163,-122.9559174,Starbucks
45.53013992,-122.9551544,Starbucks
45.30437469,-122.9548492,Starbucks
49.31498718,-122.9543457,Starbucks
50.11530685,-122.9542542,Starbucks
46.65486145,-122.9537506,Starbucks
46.11657333,-122.9499054,Starbucks
49.19110107,-122.9470367,Starbucks
45.3057518,-122.9441528,Starbucks
47.04565048,-122.9423752,Starbucks
47.04783249,-122.9423065,Starbucks
47.03407288,-122.9408493,Starbucks
46.13671875,-122.9386368,Starbucks
47.04646683,-122.9358292,Starbucks
45.53375626,-122.9353333,Starbucks
47.04191208,-122.9339752,Starbucks
46.14587784,-122.9304733,Starbucks
44.04567719,-122.9275665,Starbucks
40.72094727,-122.9269867,Starbucks
46.1467514,-122.9261475,Starbucks
39.04857254,-122.9254608,Starbucks
49.21317673,-122.9208527,Starbucks
49.21302032,-122.9188766,Starbucks
49.2005043,-122.9169159,Starbucks
45.53421021,-122.9165802,Starbucks
46.9988327,-122.9161072,Starbucks
46.99850082,-122.9149628,Starbucks
45.4996109,-122.9145889,Starbucks
49.20094299,-122.9143677,Starbucks
49.22291183,-122.9141235,Starbucks
49.22247314,-122.9139557,Starbucks
49.28079605,-122.9090958,Starbucks
49.28079605,-122.9090958,Starbucks
46.99942017,-122.9081879,Starbucks
49.20326996,-122.9080734,Starbucks
46.60483932,-122.9079361,Starbucks
44.5272522,-122.9060593,Starbucks
45.4980011,-122.9051132,Starbucks
45.55060196,-122.9037476,Starbucks
49.20718384,-122.9030685,Starbucks
45.55147552,-122.9029236,Starbucks
46.14134979,-122.9021072,Starbucks
47.04337311,-122.9012756,Starbucks
45.53819656,-122.9006424,Starbucks
46.14228439,-122.9005127,Starbucks
47.01884079,-122.8978806,Starbucks
46.14567947,-122.8960342,Starbucks
49.25164795,-122.896019,Starbucks
49.2505188,-122.8945694,Starbucks
49.22860718,-122.8929443,Starbucks
49.11996841,-122.892128,Starbucks
49.22468948,-122.8920441,Starbucks
49.13467407,-122.8918152,Starbucks
49.12056351,-122.8911972,Starbucks
49.13829803,-122.8890991,Starbucks
49.16249847,-122.8889389,Starbucks
45.15275955,-122.8827667,Starbucks
42.34757614,-122.8774567,Starbucks
45.53462219,-122.8768387,Starbucks
42.34361649,-122.8767242,Starbucks
45.74149323,-122.8766556,Starbucks
45.15746689,-122.8765564,Starbucks
47.04645538,-122.8749771,Starbucks
38.60911942,-122.873642,Starbucks
42.34391785,-122.8730621,Starbucks
38.60862732,-122.8729401,Starbucks
42.32821655,-122.8725433,Starbucks
42.35214996,-122.8715134,Starbucks
45.53683472,-122.8696747,Starbucks
42.33185196,-122.8672028,Starbucks
49.03237534,-122.8669434,Starbucks
49.17690277,-122.8666611,Starbucks
45.5391922,-122.8665619,Starbucks
45.5588913,-122.8662643,Starbucks
45.53746796,-122.865715,Starbucks
42.36016083,-122.8611679,Starbucks
45.47884369,-122.8596115,Starbucks
49.27691269,-122.8589325,Starbucks
42.36275864,-122.8582993,Starbucks
42.30905914,-122.8540878,Starbucks
45.35290146,-122.8532944,Starbucks
49.18710709,-122.8492508,Starbucks
49.19073105,-122.8462143,Starbucks
47.04314804,-122.8452225,Starbucks
45.37080002,-122.8448486,Starbucks
49.18566513,-122.8447113,Starbucks
49.19107437,-122.8445358,Starbucks
49.18292236,-122.8444138,Starbucks
49.13695526,-122.8442917,Starbucks
49.1774292,-122.8422394,Starbucks
45.51853943,-122.8416214,Starbucks
49.22753143,-122.8405685,Starbucks
49.13248444,-122.8401031,Starbucks
49.26311874,-122.8387451,Starbucks
45.366436,-122.837944,Starbucks
45.55379105,-122.8365707,Starbucks
45.55420685,-122.8364792,Starbucks
45.36590958,-122.8356705,Starbucks
47.04198837,-122.8338547,Starbucks
42.31623459,-122.8329849,Starbucks
47.04121399,-122.8319855,Starbucks
45.84954453,-122.8319168,Starbucks
47.04114914,-122.8310013,Starbucks
45.84864044,-122.8307877,Starbucks
47.04850006,-122.8303604,Starbucks
45.15024567,-122.8300629,Starbucks
45.15105057,-122.8299026,Starbucks
47.04978943,-122.828949,Starbucks
47.45325851,-122.8283005,Starbucks
49.27954483,-122.8281326,Starbucks
49.28387451,-122.8279266,Starbucks
38.40457153,-122.8268967,Starbucks
45.43822479,-122.8266602,Starbucks
45.44231415,-122.8266373,Starbucks
45.47532654,-122.8253555,Starbucks
46.9990654,-122.8243561,Starbucks
47.45318985,-122.8240814,Starbucks
45.43154144,-122.823761,Starbucks
47.03769302,-122.8228607,Starbucks
46.99766922,-122.8221436,Starbucks
49.24888229,-122.8184357,Starbucks
38.39190674,-122.8176422,Starbucks
38.54845047,-122.8162766,Starbucks
45.52770615,-122.8143311,Starbucks
49.06125259,-122.812355,Starbucks
49.28376007,-122.8107071,Starbucks
45.49639511,-122.8104858,Starbucks
45.49361801,-122.8098602,Starbucks
45.52580643,-122.8073883,Starbucks
38.5493927,-122.8070984,Starbucks
38.55132294,-122.8063812,Starbucks
45.44296646,-122.8058014,Starbucks
49.1895256,-122.8049927,Starbucks
49.29614258,-122.8034744,Starbucks
49.19008255,-122.8032532,Starbucks
45.48720169,-122.8024979,Starbucks
49.18964767,-122.802475,Starbucks
49.10461044,-122.8022003,Starbucks
49.05796051,-122.801918,Starbucks
49.16465759,-122.8008728,Starbucks
49.05027008,-122.8008652,Starbucks
49.03340912,-122.8008194,Starbucks
49.16366196,-122.8006439,Starbucks
49.18730927,-122.8006363,Starbucks
49.28086472,-122.79953,Starbucks
45.49000931,-122.7985001,Starbucks
49.04667282,-122.7966843,Starbucks
44.80573273,-122.7957077,Starbucks
49.27698135,-122.7953339,Starbucks
45.40305328,-122.7952957,Starbucks
45.48766327,-122.7952652,Starbucks
45.00330353,-122.7936401,Starbucks
45.407341,-122.7930984,Starbucks
49.27645111,-122.7919693,Starbucks
45.45893478,-122.7893448,Starbucks
38.52733231,-122.7886581,Starbucks
45.48799896,-122.7877884,Starbucks
45.42172241,-122.7839355,Starbucks
53.91949081,-122.7833023,Starbucks
49.04827118,-122.7831421,Starbucks
45.45259476,-122.7830658,Starbucks
53.910923,-122.7829361,Starbucks
48.10807037,-122.7826233,Starbucks
45.4501915,-122.781868,Starbucks
49.26226425,-122.7811356,Starbucks
49.15832138,-122.7806473,Starbucks
38.51026917,-122.7806168,Starbucks
45.45099258,-122.7803726,Starbucks
49.19863129,-122.7795944,Starbucks
45.5372963,-122.7795639,Starbucks
53.89909744,-122.7791901,Starbucks
47.0542984,-122.7777405,Starbucks
45.44235611,-122.7776566,Starbucks
49.04676819,-122.7765579,Starbucks
49.26594543,-122.7753143,Starbucks
53.86813354,-122.7752075,Starbucks
45.3010025,-122.7740173,Starbucks
45.30264282,-122.772789,Starbucks
45.48608017,-122.7727356,Starbucks
38.45326233,-122.7711487,Starbucks
45.38290024,-122.7672806,Starbucks
49.26383209,-122.7668152,Starbucks
47.05944061,-122.7664108,Starbucks
47.05940628,-122.7662888,Starbucks
45.33512497,-122.7650757,Starbucks
45.3044548,-122.7630005,Starbucks
45.38039398,-122.7596207,Starbucks
48.03233337,-122.7584457,Starbucks
38.44321442,-122.7579651,Starbucks
45.48583603,-122.7570953,Starbucks
49.27067566,-122.7553635,Starbucks
45.51568985,-122.7547531,Starbucks
45.59026337,-122.7546005,Starbucks
45.51609039,-122.7545853,Starbucks
45.43827438,-122.7539215,Starbucks
45.58785248,-122.752533,Starbucks
38.45185089,-122.752243,Starbucks
45.44124603,-122.7516022,Starbucks
45.46694565,-122.7512894,Starbucks
45.39487839,-122.75103,Starbucks
38.49980164,-122.7500839,Starbucks
45.38295364,-122.7493134,Starbucks
45.91334915,-122.7483368,Starbucks
45.91275787,-122.7483139,Starbucks
49.25662231,-122.7472,Starbucks
45.40846634,-122.7465057,Starbucks
53.91495132,-122.7436523,Starbucks
45.39709091,-122.7435303,Starbucks
45.39824677,-122.741951,Starbucks
38.40761185,-122.7412262,Starbucks
38.42764664,-122.741066,Starbucks
45.41994476,-122.739563,Starbucks
49.10564423,-122.7387238,Starbucks
45.58642578,-122.7381363,Starbucks
45.41743088,-122.7379379,Starbucks
49.25470352,-122.7375717,Starbucks
38.47929764,-122.7351151,Starbucks
45.50951767,-122.7349319,Starbucks
49.12018204,-122.7336044,Starbucks
45.48753738,-122.732399,Starbucks
38.45826721,-122.7304916,Starbucks
44.39816666,-122.7259674,Starbucks
49.10447311,-122.7252731,Starbucks
45.40745926,-122.7247543,Starbucks
38.35670471,-122.7229843,Starbucks
45.40940857,-122.7228622,Starbucks
45.45289612,-122.7221451,Starbucks
38.34844971,-122.7208862,Starbucks
38.34874344,-122.7205276,Starbucks
45.41285324,-122.7175217,Starbucks
38.44086456,-122.7174911,Starbucks
38.46179581,-122.7173767,Starbucks
38.46310425,-122.7172089,Starbucks
38.43963242,-122.7161407,Starbucks
42.19638443,-122.7137222,Starbucks
38.41912842,-122.7133255,Starbucks
38.41244125,-122.7129211,Starbucks
